author,published_at,text,clean_text,case_fold_text,punctuation_text,normalized_text,tokens,text_stemmed
@Fishcat207,2025-09-26T10:20:20Z,Indonesia cemas iya<br>Indonesia lemas iya<br>Indonesia spot mancing iya<br>Indonesia bubar iya<br><br>wih banyak bener yak,Indonesia cemas iyaIndonesia lemas iyaIndonesia spot mancing iyaIndonesia bubar iyawih banyak bener yak,indonesia cemas iyaindonesia lemas iyaindonesia spot mancing iyaindonesia bubar iyawih banyak bener yak,indonesia cemas iyaindonesia lemas iyaindonesia spot mancing iyaindonesia bubar iyawih banyak bener yak,indonesia cemas iyaindonesia lemas iyaindonesia titik mancing iyaindonesia bubar iyawih banyak benar ya,"['indonesia', 'cemas', 'iyaindonesia', 'lemas', 'iyaindonesia', 'titik', 'mancing', 'iyaindonesia', 'bubar', 'iyawih', 'banyak', 'benar', 'ya']","['indonesia', 'cemas', 'iyaindonesia', 'lemas', 'iyaindonesia', 'titik', 'mancing', 'iyaindonesia', 'bubar', 'iyawih', 'banyak', 'benar', 'ya']"
@Rifqi.86,2025-09-26T10:19:44Z,Prabowo dan suharto adalah era 98 terburuk. <br><br>Presiden apa seperti otak gk ada. <br><br>Yang satu tolak kereta api dan menyimpan dendam terhadap orang lain dan menembak warga oleh anggota petrus. Itu presiden apa asal suruh orang saja tanpa memikirkan warga yang salah sasaran. Udah ekonomi semakin memburuk rupiah menjadi 16.000<br><br><br>Dan orang kedua gila dengan Kesatuan. Dan dia juga membuat  <br>MBG didalam negara Kesatuan yang jenis teritorial nya sangat berjauhan antar pulau sehingga sistem Mbg tidak terpantau di setiap wilayah yang berjauhan. <br><br>Seharusnya negara ini federasi bukan Kesatuan yang memprioritaskan pusat. <br><br>Pahamkan. Dengarkan kata kata proklamator (muhammad hatta ) dulu biar gk kek gini kejadiannya,Prabowo dan suharto adalah era  terburuk. Presiden apa seperti otak gk ada. Yang satu tolak kereta api dan menyimpan dendam terhadap orang lain dan menembak warga oleh anggota petrus. Itu presiden apa asal suruh orang saja tanpa memikirkan warga yang salah sasaran. Udah ekonomi semakin memburuk rupiah menjadi .Dan orang kedua gila dengan Kesatuan. Dan dia juga membuat  MBG didalam negara Kesatuan yang jenis teritorial nya sangat berjauhan antar pulau sehingga sistem Mbg tidak terpantau di setiap wilayah yang berjauhan. Seharusnya negara ini federasi bukan Kesatuan yang memprioritaskan pusat. Pahamkan. Dengarkan kata kata proklamator (muhammad hatta ) dulu biar gk kek gini kejadiannya,prabowo dan suharto adalah era  terburuk. presiden apa seperti otak gk ada. yang satu tolak kereta api dan menyimpan dendam terhadap orang lain dan menembak warga oleh anggota petrus. itu presiden apa asal suruh orang saja tanpa memikirkan warga yang salah sasaran. udah ekonomi semakin memburuk rupiah menjadi .dan orang kedua gila dengan kesatuan. dan dia juga membuat  mbg didalam negara kesatuan yang jenis teritorial nya sangat berjauhan antar pulau sehingga sistem mbg tidak terpantau di setiap wilayah yang berjauhan. seharusnya negara ini federasi bukan kesatuan yang memprioritaskan pusat. pahamkan. dengarkan kata kata proklamator (muhammad hatta ) dulu biar gk kek gini kejadiannya,prabowo dan suharto adalah era  terburuk presiden apa seperti otak gk ada yang satu tolak kereta api dan menyimpan dendam terhadap orang lain dan menembak warga oleh anggota petrus itu presiden apa asal suruh orang saja tanpa memikirkan warga yang salah sasaran udah ekonomi semakin memburuk rupiah menjadi dan orang kedua gila dengan kesatuan dan dia juga membuat  mbg didalam negara kesatuan yang jenis teritorial nya sangat berjauhan antar pulau sehingga sistem mbg tidak terpantau di setiap wilayah yang berjauhan seharusnya negara ini federasi bukan kesatuan yang memprioritaskan pusat pahamkan dengarkan kata kata proklamator muhammad hatta  dulu biar gk kek gini kejadiannya,prabowo dan suharto adalah era terburuk presiden apa seperti otak tidak ada yang satu tolak kereta api dan menyimpan dendam terhadap orang lain dan menembak warga oleh anggota petrus itu presiden apa asal suruh orang saja tanpa memikirkan warga yang salah sasaran sudah ekonomi semakin memburuk rupiah menjadi dan orang kedua gila dengan kesatuan dan dia juga membuat mbak didalam negara kesatuan yang jenis teritorial ya sangat berjauhan antar pulau sehingga sistem mbak tidak terpantau di setiap wilayah yang berjauhan seharusnya negara ini federasi bukan kesatuan yang memprioritaskan pusat pahamkan dengarkan kata kata proklamator muhammad hatta dulu biar tidak seperti begini kejadiannya,"['prabowo', 'dan', 'suharto', 'adalah', 'era', 'terburuk', 'presiden', 'apa', 'seperti', 'otak', 'tidak', 'ada', 'yang', 'satu', 'tolak', 'kereta', 'api', 'dan', 'menyimpan', 'dendam', 'terhadap', 'orang', 'lain', 'dan', 'menembak', 'warga', 'oleh', 'anggota', 'petrus', 'itu', 'presiden', 'apa', 'asal', 'suruh', 'orang', 'saja', 'tanpa', 'memikirkan', 'warga', 'yang', 'salah', 'sasaran', 'sudah', 'ekonomi', 'semakin', 'memburuk', 'rupiah', 'menjadi', 'dan', 'orang', 'kedua', 'gila', 'dengan', 'kesatuan', 'dan', 'dia', 'juga', 'membuat', 'mbak', 'didalam', 'negara', 'kesatuan', 'yang', 'jenis', 'teritorial', 'ya', 'sangat', 'berjauhan', 'antar', 'pulau', 'sehingga', 'sistem', 'mbak', 'tidak', 'terpantau', 'di', 'setiap', 'wilayah', 'yang', 'berjauhan', 'seharusnya', 'negara', 'ini', 'federasi', 'bukan', 'kesatuan', 'yang', 'memprioritaskan', 'pusat', 'pahamkan', 'dengarkan', 'kata', 'kata', 'proklamator', 'muhammad', 'hatta', 'dulu', 'biar', 'tidak', 'seperti', 'begini', 'kejadiannya']","['prabowo', 'dan', 'suharto', 'adalah', 'era', 'buruk', 'presiden', 'apa', 'seperti', 'otak', 'tidak', 'ada', 'yang', 'satu', 'tolak', 'kereta', 'api', 'dan', 'simpan', 'dendam', 'hadap', 'orang', 'lain', 'dan', 'tembak', 'warga', 'oleh', 'anggota', 'petrus', 'itu', 'presiden', 'apa', 'asal', 'suruh', 'orang', 'saja', 'tanpa', 'pikir', 'warga', 'yang', 'salah', 'sasar', 'sudah', 'ekonomi', 'makin', 'buruk', 'rupiah', 'jadi', 'dan', 'orang', 'dua', 'gila', 'dengan', 'satu', 'dan', 'dia', 'juga', 'buat', 'mbak', 'dalam', 'negara', 'satu', 'yang', 'jenis', 'teritorial', 'ya', 'sangat', 'jauh', 'antar', 'pulau', 'sehingga', 'sistem', 'mbak', 'tidak', 'pantau', 'di', 'tiap', 'wilayah', 'yang', 'jauh', 'harus', 'negara', 'ini', 'federasi', 'bukan', 'satu', 'yang', 'prioritas', 'pusat', 'paham', 'dengar', 'kata', 'kata', 'proklamator', 'muhammad', 'hatta', 'dulu', 'biar', 'tidak', 'seperti', 'begini', 'jadi']"
@BajaHytam,2025-09-26T10:18:59Z,Demo lagi gak nih kita...,Demo lagi gak nih kita...,demo lagi gak nih kita...,demo lagi gak nih kita,demo lagi tidak ini kita,"['demo', 'lagi', 'tidak', 'ini', 'kita']","['demo', 'lagi', 'tidak', 'ini', 'kita']"
@shuigetsu5722,2025-09-26T10:18:49Z,Kalidawir omahku min,Kalidawir omahku min,kalidawir omahku min,kalidawir omahku min,kalidawir omahku admin,"['kalidawir', 'omahku', 'admin']","['kalidawir', 'omahku', 'admin']"
@Lannn-313,2025-09-26T10:18:40Z,Lempar aja rantang nya.. jangan di makan makanan nya,Lempar aja rantang nya.. jangan di makan makanan nya,lempar aja rantang nya.. jangan di makan makanan nya,lempar aja rantang nya jangan di makan makanan nya,lempar saja rantang ya jangan di makan makanan ya,"['lempar', 'saja', 'rantang', 'ya', 'jangan', 'di', 'makan', 'makanan', 'ya']","['lempar', 'saja', 'rantang', 'ya', 'jangan', 'di', 'makan', 'makan', 'ya']"
@satriabagaskara8606,2025-09-26T10:18:32Z,Dah jelas yang membuat atau mengatur MBG ini udah di susupi orang dalam yang sengaja membuat MBG jadi Rusak padahal mungkin emang Program ini bener2 bagus cuman ya nggak tau jugasih wkkwk😂😂,Dah jelas yang membuat atau mengatur MBG ini udah di susupi orang dalam yang sengaja membuat MBG jadi Rusak padahal mungkin emang Program ini bener bagus cuman ya nggak tau jugasih wkkwk,dah jelas yang membuat atau mengatur mbg ini udah di susupi orang dalam yang sengaja membuat mbg jadi rusak padahal mungkin emang program ini bener bagus cuman ya nggak tau jugasih wkkwk,dah jelas yang membuat atau mengatur mbg ini udah di susupi orang dalam yang sengaja membuat mbg jadi rusak padahal mungkin emang program ini bener bagus cuman ya nggak tau jugasih wkkwk,sudah jelas yang membuat atau mengatur mbak ini sudah di susupi orang dalam yang sengaja membuat mbak jadi rusak padahal mungkin memang program ini benar bagus hanya ya tidak tau jugasih wkkwk,"['sudah', 'jelas', 'yang', 'membuat', 'atau', 'mengatur', 'mbak', 'ini', 'sudah', 'di', 'susupi', 'orang', 'dalam', 'yang', 'sengaja', 'membuat', 'mbak', 'jadi', 'rusak', 'padahal', 'mungkin', 'memang', 'program', 'ini', 'benar', 'bagus', 'hanya', 'ya', 'tidak', 'tau', 'jugasih', 'wkkwk']","['sudah', 'jelas', 'yang', 'buat', 'atau', 'atur', 'mbak', 'ini', 'sudah', 'di', 'susup', 'orang', 'dalam', 'yang', 'sengaja', 'buat', 'mbak', 'jadi', 'rusak', 'padahal', 'mungkin', 'memang', 'program', 'ini', 'benar', 'bagus', 'hanya', 'ya', 'tidak', 'tau', 'jugasih', 'wkkwk']"
@RidwanIph,2025-09-26T10:18:08Z,Bang mau kasih tau bg biar nggak salah paham bg sebenernya pemerintah itu bener kan pemerintah kasi anggaran yang besar bg nah uang nya itu entah kemana mungkin ya ini mungkin Lo itu masalah nya di bagian pelaksana MBG atau ketring nya mungkin di korup mereka bilang kan yang disalahkan pemerintah,Bang mau kasih tau bg biar nggak salah paham bg sebenernya pemerintah itu bener kan pemerintah kasi anggaran yang besar bg nah uang nya itu entah kemana mungkin ya ini mungkin Lo itu masalah nya di bagian pelaksana MBG atau ketring nya mungkin di korup mereka bilang kan yang disalahkan pemerintah,bang mau kasih tau bg biar nggak salah paham bg sebenernya pemerintah itu bener kan pemerintah kasi anggaran yang besar bg nah uang nya itu entah kemana mungkin ya ini mungkin lo itu masalah nya di bagian pelaksana mbg atau ketring nya mungkin di korup mereka bilang kan yang disalahkan pemerintah,bang mau kasih tau bg biar nggak salah paham bg sebenernya pemerintah itu bener kan pemerintah kasi anggaran yang besar bg nah uang nya itu entah kemana mungkin ya ini mungkin lo itu masalah nya di bagian pelaksana mbg atau ketring nya mungkin di korup mereka bilang kan yang disalahkan pemerintah,kakak mau kasih tau bang biar tidak salah paham bang sebenarnya pemerintah itu benar kan pemerintah kasih anggaran yang besar bang nah uang ya itu entah kemana mungkin ya ini mungkin kamu itu masalah ya di bagian pelaksana mbak atau ketring ya mungkin di korup mereka bilang kan yang disalahkan pemerintah,"['kakak', 'mau', 'kasih', 'tau', 'bang', 'biar', 'tidak', 'salah', 'paham', 'bang', 'sebenarnya', 'pemerintah', 'itu', 'benar', 'kan', 'pemerintah', 'kasih', 'anggaran', 'yang', 'besar', 'bang', 'nah', 'uang', 'ya', 'itu', 'entah', 'kemana', 'mungkin', 'ya', 'ini', 'mungkin', 'kamu', 'itu', 'masalah', 'ya', 'di', 'bagian', 'pelaksana', 'mbak', 'atau', 'ketring', 'ya', 'mungkin', 'di', 'korup', 'mereka', 'bilang', 'kan', 'yang', 'disalahkan', 'pemerintah']","['kakak', 'mau', 'kasih', 'tau', 'bang', 'biar', 'tidak', 'salah', 'paham', 'bang', 'benar', 'perintah', 'itu', 'benar', 'kan', 'perintah', 'kasih', 'anggar', 'yang', 'besar', 'bang', 'nah', 'uang', 'ya', 'itu', 'entah', 'mana', 'mungkin', 'ya', 'ini', 'mungkin', 'kamu', 'itu', 'masalah', 'ya', 'di', 'bagi', 'laksana', 'mbak', 'atau', 'ketring', 'ya', 'mungkin', 'di', 'korup', 'mereka', 'bilang', 'kan', 'yang', 'salah', 'perintah']"
@anakbangsapresent,2025-09-26T10:18:03Z,Anak kementerian agama keracunan ❌<br>Anak kementerian agama gak keracunan✅,Anak kementerian agama keracunan Anak kementerian agama gak keracunan,anak kementerian agama keracunan anak kementerian agama gak keracunan,anak kementerian agama keracunan anak kementerian agama gak keracunan,anak kementerian agama keracunan anak kementerian agama tidak keracunan,"['anak', 'kementerian', 'agama', 'keracunan', 'anak', 'kementerian', 'agama', 'tidak', 'keracunan']","['anak', 'menteri', 'agama', 'racun', 'anak', 'menteri', 'agama', 'tidak', 'racun']"
@WildanAsj,2025-09-26T10:17:45Z,Kerasukan masal ❌ keracunan masal✅,Kerasukan masal  keracunan masal,kerasukan masal  keracunan masal,kerasukan masal  keracunan masal,kerasukan masal keracunan masal,"['kerasukan', 'masal', 'keracunan', 'masal']","['rasuk', 'masal', 'racun', 'masal']"
@LaminA-s8u,2025-09-26T10:17:42Z,"Udh gimmick MBG ini hapus aja keliatan banget belum siap, dari banyak keracunan, targetnya ga jelas, banyak yang menyalahgunakan anggaran juga mending uangnya dipakai buat sistem pendidikan agar lebih baik.","Udh gimmick MBG ini hapus aja keliatan banget belum siap, dari banyak keracunan, targetnya ga jelas, banyak yang menyalahgunakan anggaran juga mending uangnya dipakai buat sistem pendidikan agar lebih baik.","udh gimmick mbg ini hapus aja keliatan banget belum siap, dari banyak keracunan, targetnya ga jelas, banyak yang menyalahgunakan anggaran juga mending uangnya dipakai buat sistem pendidikan agar lebih baik.",udh gimmick mbg ini hapus aja keliatan banget belum siap dari banyak keracunan targetnya ga jelas banyak yang menyalahgunakan anggaran juga mending uangnya dipakai buat sistem pendidikan agar lebih baik,sudah gimmick mbak ini hapus saja kelihatan sekali belum siap dari banyak keracunan targetnya tidak jelas banyak yang menyalahgunakan anggaran juga mending uangnya dipakai buat sistem pendidikan agar lebih baik,"['sudah', 'gimmick', 'mbak', 'ini', 'hapus', 'saja', 'kelihatan', 'sekali', 'belum', 'siap', 'dari', 'banyak', 'keracunan', 'targetnya', 'tidak', 'jelas', 'banyak', 'yang', 'menyalahgunakan', 'anggaran', 'juga', 'mending', 'uangnya', 'dipakai', 'buat', 'sistem', 'pendidikan', 'agar', 'lebih', 'baik']","['sudah', 'gimmick', 'mbak', 'ini', 'hapus', 'saja', 'lihat', 'sekali', 'belum', 'siap', 'dari', 'banyak', 'racun', 'target', 'tidak', 'jelas', 'banyak', 'yang', 'menyalahgunakan', 'anggar', 'juga', 'mending', 'uang', 'pakai', 'buat', 'sistem', 'didik', 'agar', 'lebih', 'baik']"
@yanirsal485,2025-09-26T10:17:31Z,Beracun/diracun?,Beracun/diracun?,beracun/diracun?,beracundiracun,beracundiracun,['beracundiracun'],['beracundiracun']
@Arsakha-n3f,2025-09-26T10:16:51Z,2019 : mantap kok MBG. 2021 : ya masih enak kok. 2023 : ya lumayan lah ya. 2025 : Cok gw g mau makan mau di bayar pun g mau gw, : mantap kok MBG.  : ya masih enak kok.  : ya lumayan lah ya.  : Cok gw g mau makan mau di bayar pun g mau gw, : mantap kok mbg.  : ya masih enak kok.  : ya lumayan lah ya.  : cok gw g mau makan mau di bayar pun g mau gw,  mantap kok mbg   ya masih enak kok   ya lumayan lah ya   cok gw g mau makan mau di bayar pun g mau gw,mantap kok mbak ya masih enak kok ya lumayan lah ya jancuk aku tidak mau makan mau di bayar pun tidak mau aku,"['mantap', 'kok', 'mbak', 'ya', 'masih', 'enak', 'kok', 'ya', 'lumayan', 'lah', 'ya', 'jancuk', 'aku', 'tidak', 'mau', 'makan', 'mau', 'di', 'bayar', 'pun', 'tidak', 'mau', 'aku']","['mantap', 'kok', 'mbak', 'ya', 'masih', 'enak', 'kok', 'ya', 'lumayan', 'lah', 'ya', 'jancuk', 'aku', 'tidak', 'mau', 'makan', 'mau', 'di', 'bayar', 'pun', 'tidak', 'mau', 'aku']"
@CahayaKaluna,2025-09-26T10:16:47Z,Aku pernah ada belatung nya di makanan MBG 🙃🙃🙃,Aku pernah ada belatung nya di makanan MBG ,aku pernah ada belatung nya di makanan mbg ,aku pernah ada belatung nya di makanan mbg ,aku pernah ada belatung ya di makanan mbak,"['aku', 'pernah', 'ada', 'belatung', 'ya', 'di', 'makanan', 'mbak']","['aku', 'pernah', 'ada', 'belatung', 'ya', 'di', 'makan', 'mbak']"
@FitriHaryono-n7m,2025-09-26T10:16:30Z,Gara gara temen gw dapet sayur dari mbg sayurnya ada uget-uget 🗿 sampe gw trauma,Gara gara temen gw dapet sayur dari mbg sayurnya ada uget-uget  sampe gw trauma,gara gara temen gw dapet sayur dari mbg sayurnya ada uget-uget  sampe gw trauma,gara gara temen gw dapet sayur dari mbg sayurnya ada ugetuget  sampe gw trauma,gara gara teman aku dapat sayur dari mbak sayurnya ada ugetuget sampai aku trauma,"['gara', 'gara', 'teman', 'aku', 'dapat', 'sayur', 'dari', 'mbak', 'sayurnya', 'ada', 'ugetuget', 'sampai', 'aku', 'trauma']","['gara', 'gara', 'teman', 'aku', 'dapat', 'sayur', 'dari', 'mbak', 'sayur', 'ada', 'ugetuget', 'sampai', 'aku', 'trauma']"
@RenDahlah,2025-09-26T10:16:20Z,Kami dapat roti burger jir,Kami dapat roti burger jir,kami dapat roti burger jir,kami dapat roti burger jir,kami dapat roti burger jir,"['kami', 'dapat', 'roti', 'burger', 'jir']","['kami', 'dapat', 'roti', 'burger', 'jir']"
@Kurumi_archive,2025-09-26T10:15:59Z,Dapur mbg asal usul makanannya dari dapur plankton 😂,Dapur mbg asal usul makanannya dari dapur plankton ,dapur mbg asal usul makanannya dari dapur plankton ,dapur mbg asal usul makanannya dari dapur plankton ,dapur mbak asal usul makanannya dari dapur plankton,"['dapur', 'mbak', 'asal', 'usul', 'makanannya', 'dari', 'dapur', 'plankton']","['dapur', 'mbak', 'asal', 'usul', 'makan', 'dari', 'dapur', 'plankton']"
@pekonwatestimur6800,2025-09-26T10:15:57Z,gw dpt dimsum jiir😍😍😍😍😍😍😍😍😍😍😍😍😍😍😜😜😜,gw dpt dimsum jiir,gw dpt dimsum jiir,gw dpt dimsum jiir,aku dapat dimsum jiir,"['aku', 'dapat', 'dimsum', 'jiir']","['aku', 'dapat', 'dimsum', 'jiir']"
@asrulgunawanasrul8238,2025-09-26T10:15:33Z,"Harus di selidiki sih, keknya ada yg main di belakang nih di korup duitnya dan kasih makan yg kurang bgus😂","Harus di selidiki sih, keknya ada yg main di belakang nih di korup duitnya dan kasih makan yg kurang bgus","harus di selidiki sih, keknya ada yg main di belakang nih di korup duitnya dan kasih makan yg kurang bgus",harus di selidiki sih keknya ada yg main di belakang nih di korup duitnya dan kasih makan yg kurang bgus,harus di selidiki sih kayaknya ada yang main di belakang ini di korup duitnya dan kasih makan yang kurang bagus,"['harus', 'di', 'selidiki', 'sih', 'kayaknya', 'ada', 'yang', 'main', 'di', 'belakang', 'ini', 'di', 'korup', 'duitnya', 'dan', 'kasih', 'makan', 'yang', 'kurang', 'bagus']","['harus', 'di', 'selidik', 'sih', 'kayak', 'ada', 'yang', 'main', 'di', 'belakang', 'ini', 'di', 'korup', 'duit', 'dan', 'kasih', 'makan', 'yang', 'kurang', 'bagus']"
@MailaniIsa,2025-09-26T10:15:12Z,Kukira bagus ternyata tidak bagus,Kukira bagus ternyata tidak bagus,kukira bagus ternyata tidak bagus,kukira bagus ternyata tidak bagus,kukira bagus ternyata tidak bagus,"['kukira', 'bagus', 'ternyata', 'tidak', 'bagus']","['kira', 'bagus', 'nyata', 'tidak', 'bagus']"
@Schale7965,2025-09-26T10:15:09Z,Ternyata MBG dibuat di chum bucket 💀,Ternyata MBG dibuat di chum bucket ,ternyata mbg dibuat di chum bucket ,ternyata mbg dibuat di chum bucket ,ternyata mbak dibuat di chum bucket,"['ternyata', 'mbak', 'dibuat', 'di', 'chum', 'bucket']","['nyata', 'mbak', 'buat', 'di', 'chum', 'bucket']"
@M.TRISTANPRAWIRA,2025-09-26T10:15:09Z,Gw dapet burger tapi bikin sendiri cuyy,Gw dapet burger tapi bikin sendiri cuyy,gw dapet burger tapi bikin sendiri cuyy,gw dapet burger tapi bikin sendiri cuyy,aku dapat burger tapi bikin sendiri cuy,"['aku', 'dapat', 'burger', 'tapi', 'bikin', 'sendiri', 'cuy']","['aku', 'dapat', 'burger', 'tapi', 'bikin', 'sendiri', 'cuy']"
@JokoDodo-v5y,2025-09-26T10:14:53Z,Buat sekolah yang pelosok porsi dan menu ala kadarnya. Sedangkan sekolah yang rada dekat pusat di kasih lebih baik biar di nilai baik dan bagus kayak chiken katsu dll.<br>Kesenjagan Wak 😅😂😂😂😂,Buat sekolah yang pelosok porsi dan menu ala kadarnya. Sedangkan sekolah yang rada dekat pusat di kasih lebih baik biar di nilai baik dan bagus kayak chiken katsu dll.Kesenjagan Wak ,buat sekolah yang pelosok porsi dan menu ala kadarnya. sedangkan sekolah yang rada dekat pusat di kasih lebih baik biar di nilai baik dan bagus kayak chiken katsu dll.kesenjagan wak ,buat sekolah yang pelosok porsi dan menu ala kadarnya sedangkan sekolah yang rada dekat pusat di kasih lebih baik biar di nilai baik dan bagus kayak chiken katsu dllkesenjagan wak ,buat sekolah yang pelosok porsi dan menu ala kadarnya sedangkan sekolah yang rada dekat pusat di kasih lebih baik biar di nilai baik dan bagus seperti chiken katsu dllkesenjagan wak,"['buat', 'sekolah', 'yang', 'pelosok', 'porsi', 'dan', 'menu', 'ala', 'kadarnya', 'sedangkan', 'sekolah', 'yang', 'rada', 'dekat', 'pusat', 'di', 'kasih', 'lebih', 'baik', 'biar', 'di', 'nilai', 'baik', 'dan', 'bagus', 'seperti', 'chiken', 'katsu', 'dllkesenjagan', 'wak']","['buat', 'sekolah', 'yang', 'pelosok', 'porsi', 'dan', 'menu', 'ala', 'kadar', 'sedang', 'sekolah', 'yang', 'rada', 'dekat', 'pusat', 'di', 'kasih', 'lebih', 'baik', 'biar', 'di', 'nilai', 'baik', 'dan', 'bagus', 'seperti', 'chiken', 'katsu', 'dllkesenjagan', 'wak']"
@Jewos-10000aura,2025-09-26T10:14:52Z,"gw dapet semangka cuma secuil anj dapet nya se kuku gw, mau komplain tapi gratis🙃","gw dapet semangka cuma secuil anj dapet nya se kuku gw, mau komplain tapi gratis","gw dapet semangka cuma secuil anj dapet nya se kuku gw, mau komplain tapi gratis",gw dapet semangka cuma secuil anj dapet nya se kuku gw mau komplain tapi gratis,aku dapat semangka hanya secuil anjing dapat ya se kuku aku mau komplain tapi gratis,"['aku', 'dapat', 'semangka', 'hanya', 'secuil', 'anjing', 'dapat', 'ya', 'se', 'kuku', 'aku', 'mau', 'komplain', 'tapi', 'gratis']","['aku', 'dapat', 'semangka', 'hanya', 'cuil', 'anjing', 'dapat', 'ya', 'se', 'kuku', 'aku', 'mau', 'komplain', 'tapi', 'gratis']"
