author,published_at,text
@moonCH0901,2025-09-27T06:29:49Z,"Sebenarnya hiu boleh dimakan bang!,karna menurut ajaran islam ikan hiu itu boleh dimakan karna, islam menghalalkan memakan makanan yang hanya hidup di laut dan itu semua! Dan ikan paus pun boleh dimakan namun, kenapa tidak ada orang yang makan ikan hiu? Dikarenakan populasi mereka yang sangat sedikit. Hal itu membuat orang orang termasuk kita tidak memakan hewan laut itu!. Jadi bang issei gak perlu panik, karna ikan hiu tuh bileh dimakan."
@wowww9999,2025-09-27T06:29:36Z,"keracunan karena MBG diberbagai kota jumlahnya mencapai sekitar 5000 pelajar yg kerancunan karena memakan MBG, tidak menutup kemungkinan suatu hari nanti malah pelajar MD massal karena memakan MBG jika sistem dan pengawasan nya masih menye2"
@SauqyAhmad-nz4bm,2025-09-27T06:29:28Z,MBG=makan beracun gratis
@Deswinda-y6j,2025-09-27T06:25:06Z,NoNo
@Deswinda-y6j,2025-09-27T06:24:17Z,No🤕ya
@ryuseiarata,2025-09-27T06:23:58Z,Wah anak anak jadi project uji coba racun 😂
@arganta9235,2025-09-27T06:21:35Z,"gak di kasih protes, di kasih nyocot"
@arganta9235,2025-09-27T06:21:19Z,"gak di kasih protes, di kasih nyocot"
@sanrodokgobluog,2025-09-27T06:19:24Z,"Syarat hidup di indonesia, Jangan mudah percaya siapapun khususnya pemerintah, lebih detailnya ya DPR. Ketua nya aja pidato masih gagap, apa lagi anggotanya... Akwokaoqkaow 🤣🤣🤣"
@video_receh,2025-09-27T06:18:41Z,Dananya cuma segitu mana bisa ada gizinya kocak. Otaknya dipake
@SCP_055_SCP,2025-09-27T06:17:23Z,MBGK (MAKANAN BERGIZI GRATIS KERACUNAN)😂😂😂
@Zaharudin-r9d,2025-09-27T06:14:33Z,MBG<br>Makan bergizi gratis ❌<br>MBG<br>Makan beracun Gratis ✅<br>Indonesia emas ❌ <br>Indonesia lemas ✅
@repiseptiadi3721,2025-09-27T06:12:39Z,1 buah semangka buat 1 sekolah jir
@Lunarelise,2025-09-27T06:08:57Z,"Sekali lagi gw kasih tau, <br><br>IKAN HIU ITU PADA DASARNYA GA BERACUN<br><br><br>Ga ada salahnya kan kalo negara kepulauan buat memanfaatkan hasil lautnya??<br><br><br>Jadi plis, stop menghina dan menyindir menu ikan hiu. Pada dasarnya menu itu tuh sama kayak menu lainnya, soalnya anjuran dari pemerintah juga untuk menggunakan &quot;sumber daya dan kearifan lokal&quot; kalo emang adanya banyak ikan tongkol, ya pakenya ikan tongkol. <br><br><br>Semuanya balik lagi ke kesalahan pada sistem dan proses dalam memasak. Jangan diketawain dong &quot;kok bisa-bisanya menu ikan hiu goreng, dikira semua orang reinkarnasi...&quot; <br>Lah gw malah mau nyobain makan ikan hiu bjir 😅"
@BatikKokoSolo,2025-09-27T06:07:34Z,Disekolah ku aman dh dapetmbg
@N-O-A-37,2025-09-27T06:07:02Z,Jdi kesalahan MBG ini ada di sekolahnya??
@Ima849,2025-09-27T06:03:58Z,Mbg ku pernah ada rambut nya trus aku juga pernah dapet tempe yang sudah tidak layak makan <br>Tapi ya udah sih ga aku makan yang ga aku suka 😅
@tanpanama3326,2025-09-27T06:03:34Z,4 sehat 5 sempurna ❌<br>4 sehat 5 sekarat ✔️
@MuhamadRasidin-fm8nm,2025-09-27T06:00:41Z,Pelit semanka nya
@MirzaAdityaswara-e2r,2025-09-27T05:58:36Z,Bang di sekolah gua gak ada tuh yang keracunan tapi lauk nya pelit😂
@aqilmuzzammilmuzzammil6860,2025-09-27T05:57:41Z,Bukan hiu goreng kali. Tapi ikan buntal goreng mungkin. Kan ikan buntal beracun
@Ardo4356,2025-09-27T05:55:35Z,Makan Bergizi Gratis ❎<br>Makan Beracun Gratis ✅
@GeraldoSutanto,2025-09-27T05:53:42Z,"Ga pejabat nya,ga rakyatnya korupsi terus anjing"
@JacobRothschild-m4x,2025-09-27T05:52:08Z,"dana dari pemerintah, trus yg buat makan siang gratis dan pihak sekolah ny yg bobrok,klo gk korupsi ya kualitas kebersihan ny yg brengsek"
@YaTi-px8rw,2025-09-27T05:50:13Z,Prawowonya begok bang
@kangMuel2707,2025-09-27T05:47:08Z,Ini Sabotase Yg Ga Suka Sama Presiden&#39;sih<br>.<br>Sempet Liat Di Podcast Orang Waktu Itu Dya Berkata : Ada Segelintir Orang Merasa Gagal Melengserkan Prabowo Saat Demo
@ArshakaRayyanghifari,2025-09-27T05:45:24Z,Tim yang belum dapat mbg😢
@AditAziz-qe7gm,2025-09-27T05:44:36Z,Dipotong pastinya tuh
@RaffaPratama-v9k,2025-09-27T05:43:15Z,Menu makan mbg makan geratis keracunan
@Flameratsui23,2025-09-27T05:42:24Z,Ya gak pemimpinnya gak rakyatnya sama aja. Pemimpinnya kasih perintah nah bawahannya langgar perintah. Simple 😅
@Bumfkhirush33,2025-09-27T05:41:26Z,Waduh generasi tolol ini mah😅
@lordzstarveres_gmsquad,2025-09-27T05:39:06Z,Mbg ku ad cacing yg lgi mukbang ayam
@destamanakt,2025-09-27T05:38:10Z,Orangg ngehate mah bang mana mau mikir yg bagus2 najiss
@Dimas-s1l,2025-09-27T05:37:50Z,Di tempat ku belum dapet mbg
@riosetiawan7433,2025-09-27T05:33:58Z,SDM RENDAH
@cahyouz,2025-09-27T05:33:49Z,"nah harusnya tiap dapur mbg posting makanannya tiap hari agar transparant dan orang tua murid, sekolah, pemerintah, masyarakat tau dan bisa mengawasi, apresiasi atau kritik kalau ada yang salah"
@rifkimuhammadrifki2891,2025-09-27T05:32:49Z,di sana seuprit<br>di sini malah blm nyampe² malah kayaknya udah lulus duluan ini baru ada
@zwyn9922,2025-09-27T05:30:00Z,Padahal daging ikan hiu itu agak pesing 😂 malah dijadiin menu mbg kwkwk
@Tim_verymental,2025-09-27T05:29:55Z,"Inget ya, MBG itu... kayak bukan singkatan dari makan bergizi gratis, melainkan.... makan beracun gratis anjir! Gua kasih tau buktinya:<br><br>1. Rambut di nasi<br>2. Pelit sekali makanannya<br>3. Bau amis tercium<br>4. Makanan kotor<br>5. Makanan dari hewan buas<br>6. Membuat MBG basi<br>7. Serangga-serangga, hinggap di beberapa makanan<br><br>Ini... apa coba?! Bahkan, pas september kemarin ya, itu demo di gedung DPRD, lah sekarang? Demo MBG anjir! Udah terbukti, MBG itu bukan makan bergizi gratis, melainkan makan beracun gratis. Ya walaupun... masih ada, MBG yang enak, sehat, dan gak pelit"
@Mizuzu_chan-1,2025-09-27T05:26:55Z,Taka emak gua kalau makanan lebih ga boleh kalau beracun atau ga beracun tapi gua ya gamau
@yanuariyan3285,2025-09-27T05:23:16Z,PERCUMA PROGRAM BAGUS KALO RAKYATNYA TOLOL SEMUA MAU AMBIL KEUNTUNGAN
@ethaPekanbaru,2025-09-27T05:21:37Z,Apaan aku gak dapat susu bjir
@AWBUMBUNDESO1706,2025-09-27T05:19:53Z,Ikan lele goreng ❎<br>Ikan hiu goreng ✅
@LeonardusNana,2025-09-27T05:17:27Z,Mbg= makanan beracun free
@LionLakka,2025-09-27T05:11:50Z,Bilek : Pedagang yg biasa di bilang makanan nya gk sehat  🤣🤣
@KanayaKenzie-c5m,2025-09-27T05:11:42Z,"Akibat pilih presiden cuma gara gara gemoy 🤣🤣🤣🤣🤣<br><br><br><a href=""http://www.youtube.com/results?search_query=%23lengserkanprabowo"">#LengserkanPrabowo</a>"
@Gataumaunamainapa-kp3yo,2025-09-27T05:09:15Z,Ada juga yang bilang <br>Sekitar 6000 siswa keracunan<br>Pemerintah : masih dalam batas wajar
@hungrysharkgameplay-d4y,2025-09-27T05:07:20Z,Dapur MBG di chum bucket🗿
@abyanargantabagaskara2253,2025-09-27T04:58:58Z,Itu uang pajaknya di korup sama ukmun2 bodoh kayaknya
@MGPawPatrol,2025-09-27T04:57:44Z,Perasaan warteg dari dulu ampe skrang gada orang yg ampe masuk rumah sakit tuh
@Ajiahmad-xx9pl,2025-09-27T04:55:01Z,Ya dengan mbg kita bisa tau daerah paling korup dan yang nomor satu sekarang jabar
@신영정-shnll,2025-09-27T04:50:43Z,"berita MBG udah banyak dimana&quot;, orang&#39; udah pada dapat, bahkan rutin... sekolah gw bahkan smpe sekarang gadapet... pengen jugaaaaa :( keburu lulus iniiii"
@ryyz_ll,2025-09-27T04:50:08Z,Sejak MBG pajak naik artinya Bukan MBG tapi MBS (makan bayar sendiri)
@SyaRinjali,2025-09-27T04:50:06Z,Mbg=makanan beracun gratis
@nafarinhusni624,2025-09-27T04:49:10Z,Pak bowo lebih baik jadi mentri pertahanan aja udah tau mbg ini ez dikorupsi tapi malah gak dijagain
@rokhimdbrandal2303,2025-09-27T04:48:34Z,"Ditunggu pak, perangkap tikus yg ada di bawah juga sudah ada tanda&quot;.<br>MBG : perangkap tikus kelas teri, kalo tikus kelas kakap beda perangkap nya 😅😂😂<br>&quot;MISALNYA&quot;"
@anisaainun2426,2025-09-27T04:48:32Z,"Apa kalian pikir itu semangka? Itu adalah ilusi optik yg hanya gambar semangka yg d tempel d kertas tebal namun lentur dan  d bentuk menyerupai semangka, anda pasti tertipu ini hanyalah kreatifitas seni mbg 😂"
@RaihanFaiza-e9p,2025-09-27T04:46:13Z,Makan beracun gratis 😂😂😂😂
@Doki_119,2025-09-27T04:36:33Z,Itu potongan semangka apa tomat wak😅
@aryasatra-y8t,2025-09-27T04:32:39Z,"29,9/2025 sekolah ku udah ada mbg🥲🥲"
@2JZStuutuutuu,2025-09-27T04:31:20Z,"Gimana ga Keracunan, Satu dapur Minimal harus bisa Menyediakan 3000 Porsi.<br>mau ga mau dapur nya Memasak dari Malam jam 11 an atau paling lambat jam 1 malam udh mulai Memasak, karena pada jam 11 siang makanan sudah harus sampai di sekolah.<br>Itulah lah yg menyebabkan makanan jadi Beracun terutama pada bagian Sayur"
@Syamil_ch,2025-09-27T04:28:52Z,Mana itu dari pajak emak bapak kita lagi
@Nakaa_,2025-09-27T04:27:33Z,"hallo, saya merupakan siswi sekolah menengah pertama yang duduk di bangku kelas 8.<br>program mbg di sekolah saya udah jalan dari bulan puasa kemarin, awalnya snack supaya teman kami yang berpuasa bisa bawa pulang, setelah itu sampai sekarang program nya tidak ada masalah dan cukup berhasil. menu yang disediakan juga bermacam-macam, nasi putih dengan lauk, buah, sayur, dan susu setiap senin. kami juga pernah mendapatkan spaghetti, mie, mie gacoan, burger, katsu, dan nasi nya juga beragam, paling sering nasi putih biasa tapi kadang nasi kuning, dan pernah nasi jeruk, enak banget. siswa di sekolah saya juga selalu antusias menunggu mbg; jika ada kelas yang masih menyisakan mbg, tentu kami berikan kepada staf sekolah atau disarankan bawa pulang (pastinya yang belum tersentuh ya, jadi bukan bekas kami).<br><br>saya doakan teman-teman yang keracunan lekas sembuh, semoga tak ada lagi sekolah sekolah lain yang menjadi korban, dan semoga program mbg menjadi lebih baik serta semoga bisa membantu masyarakat seperti apa yang diharapkan. <br><br>salam dari bali 💙"
@Nozzz-ej9dd,2025-09-27T04:27:23Z,Lah gw gadapet🗿🗿
@panggil.sajaryryo,2025-09-27T04:27:23Z,Aku belum dapet mbg🐸🐸
@PonorogoJawatimur-y8b,2025-09-27T04:26:07Z,Untung sekolahku belum dapat mbg
@Lipin_Bara,2025-09-27T04:22:52Z,Pengurangan penduduk negara berbasis kebaikan pembagian makan gratis😂
@Lucky_meora,2025-09-27T04:22:13Z,Sekolah gua dapet dari sekolah sendiri well🗿
@SieghartUwais,2025-09-27T04:17:57Z,tpi kok gw swasta dpat mbg
@Christine1407-ws6tv,2025-09-27T04:17:54Z,Gw mah enak semua sieh btw catering gw nama nya Prambanan
@soeryadarmaisman4530,2025-09-27T04:17:01Z,Mau dpr sama rakyat semua sama cuman rakyatnya aja blm jadi dpr
@V1nrzz,2025-09-27T04:14:21Z,"Rakyat sama pemerintah itu mirip mirip klo soal korupsi,cuma beda di jabatan aj<br>Pemerintah korupsi setiap ada kesempatan <br>Rakyat pun juga sama aj,klo ada kesempatan pasti korupsi dh😂"
@arsyainun5563,2025-09-27T04:13:28Z,Iya lagi gw kalo dapet buah sedikit banget jir
@Ryuichi-rd,2025-09-27T04:13:22Z,Bukan slh guru sih kan guru cuman ngebagiin atau ngitung 🗿 yg slh tu ahli gizinya sama yg masak masa ahli gizi kek gini😂 lawak -IQ
@Vythingifa,2025-09-27T04:10:27Z,"Setuju si soal surat edaran. Itu dari pihak sekolah, dan emg bukan pihak sekolah yang harusnya tanggung jawab. Tapi pihak yang masak nya harus tanggung jawab. Pihak sekolah harus ttp cek si makanan nya biar ga kena anak anak"
@MuhammadTsaqib-n5z,2025-09-27T04:09:19Z,Indonesia Pusaka Indonesia busuk
@MK3-C,2025-09-27T04:09:05Z,Makanan sampe dilangkahi dengan kaki 😭 gak sopan banjir
@lutfiezaidan6513,2025-09-27T04:06:16Z,Hiu goreng😂
@danielnatio4082,2025-09-27T04:05:19Z,"Ko bisa??? Padahal katanya ada ahli gizinya loh di setiap posko mbg. Aneh.. Lagi rame juga tuh, kata salah satu Pak Guru bahwa dana MBG itu di ambil dari dana BOS 😂😂 Gokil.. Dana bos aja masih tidak cukup untuk operasional sekolah, ehh ini malah di kurangin dan hasilnya malah begini, miris. Coba Bapak / Ibu KPK di periksa program ini, jangan sampai jadi ladang korupsi"
@rizalma5348,2025-09-27T04:03:05Z,Kalo gua pun ogah biarpun gratis takutnya bahan makanan paling dibeli paling murah takutnya sakit perut makannya kaga seberapa harganya bikin berobat rumah sakit yang mahal
@simerahjambu,2025-09-27T04:02:33Z,MBG makan bergizi gratis 🙅🏻‍♀️<br>MBG makan beracun gratis 🙆🏻‍♀️
@rowdyheles6361,2025-09-27T04:02:07Z,Intinya sabotase min apa lgi yg MBG nya di kelola sama org partai sedangkan di MBG tempat saya bekerja Pengelola murni pengusaha yg sempet menolak kerja sama dr pihak partai . Sekian
@yannn.293,2025-09-27T04:02:00Z,njir kalidawir kecamatan gw tu😮😮😮
@SudartiekTembelang,2025-09-27T04:01:45Z,Gw dulu pernah makan mbg yang makaroni keju itu setelah itu gw mutah mutah
@quote_wonders,2025-09-27T04:01:10Z,Pengawasannya kurang. Sepertinya banyak korupsi
@hendrix2002,2025-09-27T04:01:07Z,emang pada dasarnya rakyatnya juga yang koruptor<br>makanya petingginya banyak koruptor <br>dari grassrootnya udah bobrok
@zey_GG,2025-09-27T03:58:30Z,"tempat gw di Kepri ada yang keracunan, tpi di sekolah gw aman aman aja smpe sekarang"
@haisesasaki7440,2025-09-27T03:54:31Z,"Klo yang bagus coba lu telusurin, terakhir aja yang punya istri pejabat dapurnya. Ketauan? Engga lah mainnya senyap"
@tifffouryou,2025-09-27T03:48:50Z,"iya plosok tapi plosoknya nggk semua, gw dari kls 2 smp skrng 1 sma gk pernah dapat🗿"
@ranclipp,2025-09-27T03:47:23Z,"Kalo yang mbg ikan hiu mah gak heran karna udah banyak makanan yang di bikin pake ikan hiu, yang bikin heran tuh potongan semangka yang setipis kertas😂"
@kAISER.734,2025-09-27T03:46:46Z,Duit nya beda kah setiap daerah
@JohanHutabarat-j5f,2025-09-27T03:44:09Z,"Hari hari biasa di indonesia, yang namanya anggaran udah disebar luaskan ke lapangan udah pasti macam macam kelakuan pelaksana setempat"
@TonyMedian,2025-09-27T03:43:06Z,"Anak buah termul ya begini, dongo&quot;"
@thejones312,2025-09-27T03:36:28Z,Emang nya mie gacoan begizi ya? Judul nya kan MBG MAKAN BERGIZI GRATIS dikasih gacoan bukan nya ngehujat loh ya tapi nanya
@T_TK01,2025-09-27T03:35:42Z,Yang disalahin malah prabowo😂
@Gw.pacar.nya.1345,2025-09-27T03:35:36Z,Tukang jajanan di kantin yang jajanan nya aneh tapi ga buat orang keracunan:🤭(mines nya paling cuma berak berak atau sakit tenggorokan doang)🤭🗿
@hisyamak_starx_code,2025-09-27T03:35:24Z,Kalau lewat SPPG Di korupsi <br>Kalau dikasih uang ke orang tua dipake depo judol beli rokok dll
@FreyaGaming18,2025-09-27T03:34:38Z,"MBG membuka pintu korupsi sampai ke titik terendah, yaitu rakyatnya sendiri. Dan titik tertingginya jelas pejabatnya"
@4KT0b,2025-09-27T03:31:27Z,Ini vendor dan badan gizinya pada ngawur
@bear8993,2025-09-27T03:30:52Z,Keripik semangka
@muhammadilham9778,2025-09-27T03:28:22Z,Astaga kukira semangkanya masih tebal meskipun kecil. Tapi ternyata setipis itu😮‍💨
@ppp-n6p7k,2025-09-27T03:26:43Z,"&quot;Yang nerima MBG 1M, yang keracunan 6 ribu, masih aman&quot; Argggghhhhh👹"
@Masyu1922,2025-09-27T03:25:15Z,"Orang tolol malah nyalahin presidennya ,padahal yg mengkorup bawahannya"
@playstandar,2025-09-27T03:24:41Z,"MBG sekolah gua steak,bakso, chiken katsu,dan burger"
@deanzx2625,2025-09-27T03:24:27Z,Halah banyak di korupsi pasti🤣
@syahranputrafadillah3552,2025-09-27T03:23:08Z,"Kesenjangan MBG, soalnya tiap daerah beda beda 😂"
@bagusprasetyoPrasetyo-yo9gn,2025-09-27T03:21:08Z,Mending makan makanan yang kata nya emak gak sehat tapi enak
@SyabilBasila-s4i,2025-09-27T03:20:07Z,Untung aja di sekolah aku boleh bawa bekel sendiri jadi ga bakalan makan mbg 😁😁
@noisyboys5763,2025-09-27T03:20:02Z,"Makanan yang bergizi makanan yang di buat, dan di olah oleh ibu di rumah. Lebih baik jatah per siswa 15rb kasih saja ke orang tua siswa masing&quot; tiap berangkat bawa bekal laporan ke guru. Itu jauh lebih baik"
@aagaming4955,2025-09-27T03:15:48Z,"Ni ada yg mau cuci uang dari program pemerintah, dari vendornya tu yg salah, disisi lain ad yg pengen ngejatuhin program ini dengan merusak kepercayaan masyarakat."
@wennytrisna6086,2025-09-27T03:15:10Z,Semakanya dari depan: aman<br>Dari belakang:😂😂😂😂😂😂😂
@putusuputra864,2025-09-27T03:14:56Z,Aku pernah dapet mbg  nah kan pas udah selesai berdoa nah trs ada teman ku yang ngecek aman atau engak nah mumpung semua nya blm makan dluan  ada yang triak tiba&quot; trs dia bilang ada kaca😰😱
@cakhaliem9099,2025-09-27T03:14:03Z,Anjiir. Ikan hiu goreng. Koplak dah 😂😂😂😂😂😂
@IjatMukjizatpp,2025-09-27T03:12:01Z,Namanya makan bergizi gratis tapi kok malah dikasih mie gacoan😅😅😅
@KaririnkateRindolutakiri-g2n,2025-09-27T03:10:19Z,MBG &quot;B&quot; nya<br>Beracun=Korupsi<br>Bergizi=jujur
@Bermainmlff,2025-09-27T03:07:26Z,"Dulu gua setuju kalo kasih uangnya aja ke orang tua siswa afar orang tuanya yang membuatkan makanannya sesuai selera anaknya, tapi sekarang gq lagi karna gua mikir gimana ya kalau ada yang ga punya ornag tua"
@warawiri_channel3251,2025-09-27T03:00:16Z,ikan Hiu goreng 😂
@HabibiBjm-o4j,2025-09-27T03:00:16Z,Mbg aku di mie ada cacing di ayam ada kaca woii
@Ope-Ope,2025-09-27T02:57:42Z,"Mungkin untuk bahan tempat makanannya, itu impor dari China, dan info nya tempat nya berminyak yg mengandung B2, dan bahan tempat makannya not to foot"
@PKyellow30,2025-09-27T02:55:58Z,"Yaudah kalo dapet mbg buang aja, biar mereka kerja kayak ga ada gunanya😂"
@Darkvortex78,2025-09-27T02:53:18Z,"Kira kira ini termasuk keracunan gak ya soalnya gw pernah makan MBG, dan suatu hari gw makan MBG dan setelah habis makanan nya dan dalam beberapa menit kaki gw sakit luar biasa wajah gw pucat dan gw tiba tiba panas yang lumayan tinggi dan saat gw di rumah behh kaki gw masih sakitt dan setelah minum obat kaki gw mendingan dan akhirnya gw sembuh,untung gw gak sampai masuk rumah sakit kira kira ini termasuk keracunan atau apa coba untuk yang sepuh beritahu"
@berangkaspersilatan6869,2025-09-27T02:50:34Z,"Mie gacoan sebenernya menyalahi aturan, apakah bergizi itu mie gacoan? Walaupun tidak beracun tapi tidak ada gizinya"
@pesawat-dan-mobil-lah-bos,2025-09-27T02:50:26Z,"<a href=""https://www.youtube.com/watch?v=P1NbOV7avUs&amp;t=5"">0:05</a> <a href=""https://www.youtube.com/watch?v=P1NbOV7avUs&amp;t=10"">0:10</a> itu teman saya yang mukbang sayuran"
@HAviss-bh2jl,2025-09-27T02:49:14Z,aku malah burger 😋
@BimaVikram,2025-09-27T02:48:30Z,Itu bukan makan gratis. Kita bayar pakai pajak. Sebagai yang bayar kita punya kewajiban menuntut hak kita agar dilayani dengan baik. Camkan itu!
@nozzz1040,2025-09-27T02:47:58Z,Ada juga daging ga fresh ada cacingnya uuuughh ngiler nyeee walaweee cari mati kah??
@AbdulAziz-dg1it,2025-09-27T02:46:56Z,Kalok di sana sama di sini bida keracunan sama yang mewah rasa nya pilih kasih banget
@DanaKrisnadi,2025-09-27T02:46:18Z,Saya GK kaget ini program pak Prabowo masa ditiap daerah slalu ada yg keracunan itu artinya ada yg GK suka program pak prabowo
@DWIISWANTO-h2g,2025-09-27T02:43:53Z,Syukurlah disekolahku katek yang keracunan mbg
@Noodle656,2025-09-27T02:40:19Z,Mak gw sampe ngakak liat semangkanya 😂
@liliromli5369,2025-09-27T02:34:40Z,Yang goblok itu MBG yang goblok🗿
@tiyankml6013,2025-09-27T02:34:33Z,Yah jelas lah di sabotase di tilep duitnya
@rinaldi07-d1h3g,2025-09-27T02:33:14Z,"Kurang pengawasan pada pelaksananya,,😢"
@RumputLaut-v7h,2025-09-27T02:32:58Z,"mari bersikap jujur, sebenarnya tidak gratis karna pake duit kita dari pajak."
@Long_Banana,2025-09-27T02:32:14Z,pengurangan jumlah penduduk secara halus...<br>anak anak berkurang = remaja berkurang = sedikit mahasiswa = yg demo sedikit = pemerintahan tenang<br>cerdas sekali ya....
@rez7075,2025-09-27T02:29:48Z,Indonesia gak korupsi gak afdhol🤭🤭
@diasnurhandriatmono,2025-09-27T02:27:11Z,"ya kalo menunya mi gacoan &amp; katsu,itu dah ga sehat lagi dong?"
@kin_gkong,2025-09-27T02:25:06Z,"Yg salah bukan presidennya!, tapi yg salah vendor MBG nya asal² an buatnya + uang pasti di korupsi, karena kurangnya pengawasan di lapangan atau pengawasnya ikut korupsi...!"
@LenaLestianySCv,2025-09-27T02:24:27Z,"Makanan bergizi?, knp di mbg gw ada cacing putith?"
@tomholload8918,2025-09-27T02:24:24Z,"Btw serius ikan hiu beracun? ,🤔"
@Fikk.969,2025-09-27T02:24:14Z,lah gua day 1 dpt mbg di kasih makanan basi
@Sabangrubiah7857,2025-09-27T02:19:17Z,Untung aku kalo ada mbg itu bukan dari pemerintah (dpr) tapi dari guru sekolah soalnya ada dapur di sekolahku jadi guru2nya bisa masak di sono
@YudiBudiman-e2k,2025-09-27T02:17:50Z,Mending beli nasi Padang Cok
@amrurahman-m6g,2025-09-27T02:15:38Z,surat edaran tersebut jika ditandatangani batal demi hukum
@faizalmaulana9577,2025-09-27T02:13:24Z,sebenernya mbg mi gacoan itu juga kontroversial sih. sempet diprotes ahli gizi
@siutuh4650,2025-09-27T02:13:21Z,"Yup korupsi itu adalah pencurian terstruktur, pelaku dan orang yang berkaitan bisa saja ada dalam jajaran pemerintah atau diluarnya"
@Allthestar-21,2025-09-27T02:12:57Z,Kayaknya orang dapur udah pada muak deh😂
@al.ansyar9998,2025-09-27T02:09:04Z,"Sebenar nya d luar negeri mbg udah lebih dlu, tapi penerapan nya gak kya d kita, d luar negri lebih ke menyerahkan ke pihak sekolah yg mengelola nya dan di masak saat pagi hari di kantin sekolah, klo d kita kan gak, malah pake vendor, jd lah dana d potong2, belum lg masak nya saat malam hari, jd udah di susupin kuman dll, jd lah mbg alias makan bracun gratis 🤦<br><br>Belum lg satu vendor untuk satu kota 🫠🫠"
@Zidane-u4m,2025-09-27T02:08:27Z,Aku sering makan mbg tapi gak pernah keracunan kok palinga abis makan mdg terus sakit pwnyakitnya ada lima fak separah orang orang😅
